,judul,abstrak,kbk,judul_tokens,abstrak_tokens
2089,klasifikasi dialek bahasa jawa menggunakan metode decision tree c4 5,indonesia merupakan negara dengan kebudayaan yang sangat beragam tidak hanya kesenian dan maka khas namun bahasa juga merupakan produk budaya sekaligus identitas etnik di suatu negara menurut data dari peta bahasa kemdikbud terdapat sekitar 718 bahasa daerah yang tersebar di seluruh indonesia wilayah pemakaian bahasa daerah yang sangat luas ini memunculkan berbagai varian bahasa atau dialek bahasa jawa adalah bahasa daerah yang paling banyak penuturnya tercatat sebanyak 12 dialek di antaranya dialek jawa timuran dialek cirebon dan dialek tegal keberagaman bahasa tersebut akan menyulitkan seseorang dalam membedakannya secara manual oleh karena itu diperlukan sebuah sistem yang secara otomatis mengklasifikasikan tiap kata kalimat dari varian bahasa dengan text mining pada penelitian ini metode yang digunakan adalah decision tree c4 5 algoritma ini dipilih karena memiliki kelebihan dalam mengelola data multi dimensi dan tingkat akurasi yang cukup tinggi kemudian algoritma tersebut akan diujikan pada data berupa teks yang diambil dari internet sehingga dapat diketahui performanya dalam klasifikasi,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),klasifikasi dialek bahasa jawa metode decision tree c4 5,indonesia negara budaya agam seni khas bahasa produk budaya identitas etnik negara data peta bahasa kemdikbud 718 bahasa daerah sebar indonesia wilayah pakai bahasa daerah luas muncul varian bahasa dialek bahasa jawa bahasa daerah tutur catat 12 dialek dialek jawa timur dialek cirebon dialek tegal agam bahasa sulit beda manual sistem otomatis klasifikasi kalimat varian bahasa text mining teliti metode decision tree c4 5 algoritma pilih milik lebih kelola data multi dimensi tingkat akurasi algoritma uji data teks ambil internet performa klasifikasi
2090,klasifikasi representasi pengetahuan pada extension concept mapping menggunakan algoritma c4 5,extension concept mapping adalah suatu teknik perluasan dari concept map dengan menambahkan proporsi baru dan mengintegrasikannya ke dalam peta yang telah ada sebelumnya untuk menghasilkan concept map tambahan additional map pendekatan ini telah terbukti meningkatkan kualitas representasi pengetahuan dan pemahaman peserta didik teknik open ended merupakan salah satu bentuk konstruksi concept map yang meminta pengguna untuk mengekspresikan pemahaman mereka tanpa adanya komponen dengan demikian teknik ini memungkinkan untuk megkap pengetahuan individu secara akurat bagaimana pun tantangan besar pada pendekatan open ended concept mapping adalah tahap evaluasi yang biasanya dilakukan secara manual oleh karena itu diperlukan sebuah solusi yang dapat mengungkap informasi informasi penting yang sulit diterjemahkan secara langsung penelitian ini bertujuan untuk mengklasifikasikan representasi pengetahuan pada open ended extension concept mapping dataset yang digunakan adalah open ended concept maps pada matakuliah basisdata melalui penerapan konsep data mining dalam mengolah dataset algoritma c4 5 digunakan untuk mengklasifikasikan representasi pengetahuan pada pembuatan extension concept mapping ke dalam kelas kelas yang sama algoritma c4 5 mampu mengelompokkan himpu pengetahuan dan memberikan informasi yang berharga,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),klasifikasi representasi tahu extension concept mapping algoritma c4 5,extension concept mapping teknik luas concept map proporsi integrasi peta hasil concept map tambah additional map dekat bukti tingkat kualitas representasi tahu paham serta didik teknik open ended salah bentuk konstruksi concept map guna ekspresi paham komponen teknik megkap tahu individu akurat tantang dekat open ended concept mapping tahap evaluasi manual solusi ungkap informasi informasi sulit terjemah langsung teliti tuju klasifikasi representasi tahu open ended extension concept mapping dataset open ended concept maps matakuliah basisdata terap konsep data mining olah dataset algoritma c4 5 klasifikasi representasi tahu buat extension concept mapping kelas kelas algoritma c4 5 kelompok himpu tahu informasi harga
2091,pengaruh pemberian career planning strategy dan pengalaman prakerin terhadap kesiapan kerja siswa smk brantas karangkates kelas xii bidang ketenagalistrikan,penelitian ini bertujuan untuk mengetahui tingkat kesiapan kerja siswa sekolah menengah kejuruan smk brantas karangkates kelas xii bidang ketenagalistrikan hubungan dan pengaruh pemberian career planning strategy dan pengalaman prakerin terhadap kesiapan kerja siswa smk brantas karangkates kelas xii bidang ketenagalistrikan populasi dalam penelitian ini adalah seluruh siswa kelas xii bidang ketenagalistrikan di smk brantas karangkates tahun ajaran 2021 2022 sebanyak 92 siswa dan sampel dalam penelitian ini berjumlah 50 dengan teknik purposive samplingyang didasarkan atas tujuan dan pertimbangan tertentu metode pengumpulan data menggunakan kuesioner atau angket metode analisis data menggunakan analisis statistik dekriptif dan regresi dengan kesimpulan pemberian career planning strategydan pengalaman prakerin meningkatkan kesiapan kerja siswa smk brantas krangkates kelas xii bidang ketenagalistrikan,Ketenegakerjaan Teknologi dan Kejuruan,pengaruh beri career planning strategy alam prakerin kesiap kerja siswa smk brantas karangkates kelas xii bidang ketenagalistrikan,teliti tuju tingkat kesiap kerja siswa sekolah tengah juru smk brantas karangkates kelas xii bidang ketenagalistrikan hubung pengaruh beri career planning strategy alam prakerin kesiap kerja siswa smk brantas karangkates kelas xii bidang ketenagalistrikan populasi teliti siswa kelas xii bidang ketenagalistrikan smk brantas karangkates ajar 2021 2022 92 siswa sampel teliti 50 teknik purposive samplingyang dasar tuju timbang metode kumpul data kuesioner angket metode analisis data analisis statistik dekriptif regresi simpul beri career planning strategydan alam prakerin tingkat kesiap kerja siswa smk brantas krangkates kelas xii bidang ketenagalistrikan
2092,hubungan sarana prasarana dan kompetensi guru terhadap motivasi belajar siswa kompetensi keahlian rekayasa perangkat lunak di smk negeri pasirian,keberhasilan dalam pendidikan khususnya jenjang smk dipengaruhioleh oleh faktor internal dan faktor eksternal salah satu contoh faktor internal adalah motivasi belajar siswa smk yang membuat pengaruh besar akan keberhasilan dalam belajar motivasi belajar menjadikan anak untuk lebih aktif dalam mengarahkan tingkah lakunya dalam belajar kemudian faktor eksternal atau yang berasal dari luar diri siswa contoh faktor eksternal yaitu mengenai sarana prasarana yang ada disekolah sehingga akan menujang siswa dalam proses pembelajaran sarana prasarana yang lengkap akan mempermudah siswa merasa nyama bersemangat dalam belajar selain sarana prasarana kompetensi guru dalam mengajar jugamenjadi suatu hal penting karena pembelajaran yang mengasyikkan atau jelas akan membuat siswa mudah dalam menye rap pembelajaran yang diberikan oleh guru terkadang pembelaaran secara konvensional tanpa inovasi baru yang diberikan guru membuat siswa merasa sult dalam menerima pembelajaran penelitian ini bertujuan untuk 1 bagaimana motivasi belajar siswa kompetensi keahlian rekayasa perangkat lunak rpl 2 mengetahui sarana prasarana kompetensi keahlian rekayasa perangkat lunak rpl di smkn 1 pasirian 3 mengetahui kompetensi guru program keahlian rekayasa perangkat lunak rpl di smkn pasirian 4 mengetahui hubungan sarana prasarana terhadap motivasi belajar siswa kompetensi rekayasa perangkat lunak rpl 5 mengetahui hubungan kompetensi guru terhadap motivasi siswa kompetensi rekayasa perangkat lunak rpl manfaat penelitian ini secara teoritis sebagaimana untuk memahami hubungan persepsi siswa tentang sarana prasarana dan kompetensi guru terhadap motivasi belajar siswa kompetensi keahlian rekayasa perangat lunak rpl batasan pada penelitian ini adalah terbatas pada sarana prasarana dan kompetensi guru pada kompetensi keahlian rekyasa perangkat lunak selain itu subjek penlitiannya adalah siswa kelas xii di smkn pasirian penelitian yang dilakukan peneliti termasuk dalam penelitian korelasional dengan pendekatan kuantitatif penelitian ini terdapat 2 varibel bebas x yaitu variabel yaitu sarana prasarana dan variabel yaitu persepsi siswa tentang kompetensi guru kemudian untuk variable terikat ada 1 yaitu variabel y yaitu motivasi belajar siswa gambar diatas menggambarkan bahwa konsep penelitian ini nadalah mencari hubungan korelasi antara variabel yaitu sarana prasarana dan variabel persepsi siswa tentang kompetensi guru terhadap variabel y yaitu motivasi belajar siswa,Strategi Pembelajaran Teknologi dan Kejuruan,hubung sarana prasarana kompetensi guru motivasi ajar siswa kompetensi ahli rekayasa perangkat lunak smk negeri pasirian,hasil didik jenjang smk dipengaruhioleh faktor internal faktor eksternal salah contoh faktor internal motivasi ajar siswa smk pengaruh hasil ajar motivasi ajar jadi anak aktif arah tingkah laku ajar faktor eksternal asal siswa contoh faktor eksternal sarana prasarana seko menujang siswa proses ajar sarana prasarana lengkap mudah siswa nyama semangat ajar sarana prasarana kompetensi guru ajar jugamenjadi ajar asyik siswa mudah menye rap ajar guru terkadang pembelaaran konvensional inovasi guru siswa sult terima ajar teliti tuju 1 motivasi ajar siswa kompetensi ahli rekayasa perangkat lunak rpl 2 sarana prasarana kompetensi ahli rekayasa perangkat lunak rpl smkn 1 pasirian 3 kompetensi guru program ahli rekayasa perangkat lunak rpl smkn pasirian 4 hubung sarana prasarana motivasi ajar siswa kompetensi rekayasa perangkat lunak rpl 5 hubung kompetensi guru motivasi siswa kompetensi rekayasa perangkat lunak rpl manfaat teliti teoritis paham hubung persepsi siswa sarana prasarana kompetensi guru motivasi ajar siswa kompetensi ahli rekayasa perangat lunak rpl batas teliti batas sarana prasarana kompetensi guru kompetensi ahli rekyasa perangkat lunak subjek penlitiannya siswa kelas xii smkn pasirian teliti teliti teliti korelasional dekat kuantitatif teliti 2 varibel bebas x variabel sarana prasarana variabel persepsi siswa kompetensi guru variable ikat 1 variabel motivasi ajar siswa gambar atas gambar konsep teliti nada cari hubung korelasi variabel sarana prasarana variabel persepsi siswa kompetensi guru variabel motivasi ajar siswa
2093,sistem kontrol dan monitoring fodder jagung hidroponik berbasis internet of things,fodder adalah istilah yang digunakan untuk tanaman yang digunakan sebagai pakan ternak di indonesia terdapat dua musim yaitu musim kemarau dan penghujan musim ini sangat berpengaruh terhadap ketersediaan bahan pakan untuk ternak saat musim hujan para peternak tidak terlalu khawatir terhadap ketersediaan bahan pakan untuk ternak mereka sedangkan pada saat musim kemarau jumlah bahan pakan di alam akan berkurang drastis dan hal ini cukup menyulitkan para peternak di indonesia saat ini khususnya di desa yang mulai beralih fungsi menjadi kota lahan lahan untuk meam tumbuhan hijau untuk pakan ternak sangat berkurang akibat adanya pembangu seperti perumahan perkantoran fasilitas umum dll maka dibutuhkan sebuah teknologi alternatif yang mampu mengatasi masalah terhadap kebutuhan pakan ternak tanpa terpengaruh musim dan mampu beradaptasi di lahan yang terbatas hidroponik merupakan sebuah cara bertani tanpa tanah sebagai media tanamnya hidroponik menggunakan air sebagai media tanamnya hidroponik lebih ramah lingkungan karena menggunakan sedikit pestisida dan juga dapat menjadi solusi untuk bercocok tanam di lahan yang terbatas kemudian alternatif yang dapat diberikan adalah meam fodder menggunakan biji jagung dengan teknik hidroponik fodder jagung ditanam pada wadah seperti nampan dan dapat dipanen pada umur 11 14 hari dan diberikan kepada hewan ternak sebagai pakan yang bergizi tetapi dalam budidaya fodder ini terdapat beberapa masalah yang umum terjadi seperti benih berjamur atau berlumut hal ini disebabkan oleh suhu dan kelembaban yang sulit dikendalikan dan mengganggu laju pertumbuhan fodder jagung kemudian masalah lainnya adalah penyiraman optimal yang dibutuhkan untuk fodder jagung adalah 3 kali sehari jadi diperlukan seseorang untuk melakukan penyiraman internet of things mengusung konsep konektifitas antar mesin atau benda antar manusia dan antar benda atau mesin melalui koneksi internet dalam pertumbuhan fodder jagung ini peran iot ini adalah untuk melakukan monitoring terhadap ph suhu dan kelembaban dengan otomatisasi berupa penyiraman dan kontrol led sebagai pengganti sinar matahari komponen yang digunakan pada sistem kontrol dan monitoring fodder jagung ini menggunakan mikrokontroller esp8266 dan komponen lainnya adalah relay solenoid valve servo water pump cooling fan dan heater fan akan bekerja ketika suhu terlalu tinggi atau terlalu rendah lcd akan digunakan untuk menampilkan kondisi ph suhu dan kelembaban secara real time sistem kontrol dan monitoring terdiri dari prototipe mikrokontroller dan sebuah aplikasi berbasis web mikrokontroller akan terhubung dengan wifi dengan tampilan ui dari web dengan framework bootstrap dan untuk databasenya digunakan google firebase,Telematics loT System and Devices,sistem kontrol monitoring fodder jagung hidroponik bas internet things,fodder istilah tanam pakan ternak indonesia musim musim kemarau hujan musim pengaruh sedia bahan pakan ternak musim hujan ternak khawatir sedia bahan pakan ternak musim kemarau bahan pakan alam kurang drastis sulit ternak indonesia desa alih fungsi kota lahan lahan meam tumbuh hijau pakan ternak kurang akibat pembangu rumah kantor fasilitas dll butuh teknologi alternatif atas butuh pakan ternak pengaruh musim adaptasi lahan batas hidroponik tan tanah media tanam hidroponik air media tanam hidroponik ramah lingkung pestisida solusi cocok tanam lahan batas alternatif meam fodder biji jagung teknik hidroponik fodder jagung tanam wadah nampan panen umur 11 14 hewan ternak pakan gizi budidaya fodder benih jamur lumut sebab suhu kelembaban sulit kendali ganggu laju tumbuh fodder jagung siram optimal butuh fodder jagung 3 kali hari siram internet things usung konsep konektifitas mesin benda manusia benda mesin koneksi internet tumbuh fodder jagung peran iot monitoring ph suhu kelembaban otomatisasi siram kontrol led ganti sinar matahari komponen sistem kontrol monitoring fodder jagung mikrokontroller esp8266 komponen relay solenoid valve servo water pump cooling fan heater fan suhu rendah lcd tampil kondisi ph suhu kelembaban real time sistem kontrol monitoring prototipe mikrokontroller aplikasi bas web mikrokontroller hubung wifi tampil ui web framework bootstrap databasenya google firebase
2094,pemakaian algoritma gwo untuk modulasi spwm sebagai penuru harmonik dengan pemodelan series active filter,filter aktif seri saf dengan tuning pi yang menggunakan algoritma grey wolf optimation gwo yang tinya akan dibandingkan dengan algoritma particle swarm optimation pso dari hasil simulasi untuk penuru harmonisa pada sisi skunder tansformator distribusi dua rangkaian utama dari aktif pasif filter adalah inverter dan sistem control yang dikomputasi melalui algoritma gwo untuk mentuning pi hasil dari tuning pi tersebut akan dipakai sebagai pembanding amplitude gelombang karier spwm sehingga mengakibatkan modulasi control yang handal hasil simulasi menunjukan algoritma gwo lebih baik dari pada pso,Intelligent Power Electronics and Smart Grid (IPESG),pakai algoritma gwo modulasi spwm penuru harmonik model series active filter,filter aktif seri saf tuning pi algoritma grey wolf optimation gwo tinya banding algoritma particle swarm optimation pso hasil simulasi penuru harmonisa sisi skunder tansformator distribusi rangkai utama aktif pasif filter inverter sistem control dikomputasi algoritma gwo mentuning pi hasil tuning pi pakai banding amplitude gelombang karier spwm akibat modulasi control handal hasil simulasi tunjuk algoritma gwo pso
2095,pengembangan trainer dual active bridge converter untuk matakuliah elektronika daya pada program studi s1 pendidikan teknik elektro universitas negeri malang,jurusan teknik elektro universitas negeri malang memiliki beberapa matakuliah salah satunya adalah elektronika daya matakuliah ini sering digunakan untuk pengolahan atau pemrosesan energi listrik yaitu mengubah daya listrik dari satu bentuk kebentuk lainya dengan mengendalikan memodifikasi bentuk tegangan atau arusnya menggunakan piranti elektronik maka dalam mendukung matakuliah elektronika daya perlu adanya media pembelajaran yang baru dalam konverter dc dc salah satu teknologi yang dapat dikembangkan adalah trainer dual active bridge converter dab merupakan topologi dari dc dc yang memiliki dua arah primer dan sekunder yang identik dengan transformator frekuensi tinggi induktor transfer energi dan kapasitor tautan dc rangkaian dab terdiri dari 4 mosfet sisi primer dan 4 mosfet sisi sekunder dab konverter memiliki kerja dua arah dimana dua arah yang dimaksud yaitu sisi primer trafo dan sisi sekunder trafo yang dapat menjadi input dan output untuk mengatur pergeseran fasa dari rangkaian sisi primer dan sekunder dengan menggunakan mikrokontroler pergeseran fasa tersebut dilakukan dengan cara mengatur nilai diagramblok phase shift mikrokontroler yang di alamatkan sesuai dengan gate mosfet pada sisi sekunder akibat pergeseran tersebut akan berpengaruh pada daya output karena daya yang dikeluarkan bisa menjadi drop dan menjadi meningkat sesuai sudut pergeseran tujuan dari penelitian pengembangan adalah menghasilkan sebuah trainer baru berupa dc dc dual active bridge converter pada matakuliah elektronika daya menghasilkan buku panduan dan jobsheet pratikum dc dc dual active bridge converter pada matakuliah elektronika daya mengetahui tingkat kelayakan produk yang dikembangkan metode penelitian yang digunakan dalam penelitian ini mengacu pada model rd dengan model sugiyono yang terdiri dari sebelas tahapan meliputi 1 potensi dan masalah 2 pengumpulan data 3 desain produk 4 validasi desain 5 revisi desain 6 pembuatan produk 7 uji coba 8 revisi produk 1 9 uji coba pemakaian 10 revisi produk 2 11 produksi masal pengambilan data akan dilakukan dengan angket berdasarkan responden yaitu angket untuk ahli media ahli materi dan mahasiswa jurusan teknik elektro yang sudah menempuh matakuliah elektronika daya data yang diperoleh adalah data kualitatif dan kuantitatif data kualitatif diperoleh dari saran dan kritik validator sedangkan data kuantitatif berupa skor yang dihasilkan dari kriteria angket validator,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan,kembang trainer dual active bridge converter matakuliah elektronika daya program studi s1 didik teknik elektro universitas negeri malang,jurus teknik elektro universitas negeri malang milik matakuliah salah satu elektronika daya matakuliah olah pemrosesan energi listrik ubah daya listrik bentuk bentuk lai kendali modifikasi bentuk tegang arus piranti elektronik dukung matakuliah elektronika daya media ajar konverter dc dc salah teknologi kembang trainer dual active bridge converter dab topologi dc dc milik arah primer sekunder identik transformator frekuensi induktor transfer energi kapasitor taut dc rangkai dab 4 mosfet sisi primer 4 mosfet sisi sekunder dab konverter milik kerja arah mana arah sisi primer trafo sisi sekunder trafo input output atur geser fasa rangkai sisi primer sekunder mikrokontroler geser fasa atur nilai diagramblok phase shift mikrokontroler alamat sesuai gate mosfet sisi sekunder akibat geser pengaruh daya output daya keluar drop tingkat sesuai sudut geser tuju teliti kembang hasil trainer dc dc dual active bridge converter matakuliah elektronika daya hasil buku pandu jobsheet pratikum dc dc dual active bridge converter matakuliah elektronika daya tingkat layak produk kembang metode teliti teliti acu model rd model sugiyono sebelas tahap liput 1 potensi 2 kumpul data 3 desain produk 4 validasi desain 5 revisi desain 6 buat produk 7 uji coba 8 revisi produk 1 9 uji coba pakai 10 revisi produk 2 11 produksi masal ambil data angket dasar responden angket ahli media ahli materi mahasiswa jurus teknik elektro tempuh matakuliah elektronika daya data oleh data kualitatif kuantitatif data kualitatif oleh saran kritik validator data kuantitatif skor hasil kriteria angket validator
2096,pengembangan trainer dc dc full bridge converter pada matakuliah elektronika daya progam studi s1 pendidikan teknik elektro jurusan teknik elektro universitas negeri malang,matakuliah elektronika daya di jurusan teknik elektro universitas negeri malang merupakan salah satu mata kuliah wajib yang harus ditempuh oleh mahasiswa progam studi s1 pendidikan teknik elektro elektronika daya berkaitan dengan pengolahan atau pemrosesan energi listrik yakni mengubah daya listrik dari satu bentuk kebentuk lainya dengan mengendalikan atau memodifikasi bentuk tegangan atau arusnya menggunakan piranti elektronik salah satu bagian pada matakuliah elektronika daya adalah menjelaskan mengenai konsep konverter dc dc media pembelajaran yang digunakan dalam matakuliah elektronika daya khususnya mengenai converter dc dc masih terbatas perlu adanya inovasi atau pengembangan media pembelajaran untuk lebih meningkatkan pengetahuan dan ketrampilan mahasiswa pada mata kuliah elektronika daya salah satu inovasi atau pengembangan media pembelajaran dc dc yaitu full bridge converter full bridge converter adalah salah satu konfigurasi yang menawarkan isolasi yang dirancang menggunakan trafo step up yang dapat menghasilkan tegangan yang lebih tinggi dari tegangan masukkanya pada trainer ini tinya terdapat tambahan mikrokontroler yang digunakan untuk pengontrolan tegangan output yang diinginkan mikrokontroler yang digunakan yaitu texas instruments c2000 launchpad melalui mikrokontroler ini tegangan keluaran yang diinginkan dapat dikontrol sehingga tegangan keluaranya stabil besar tegangan keluaran yang dihasilkan didapatkan dengan cara mengatur pergeseran fasa melalui duty cycle sinyal pwm menggunakan mikrokontroler texas instruments c2000 selain digunakan untuk mengontrol nilai duty cycle mikrokontroler ini juga digunakan untuk mengetahui nilai efisiensi daya pada rangkaian ini permasalahan yang dihadapi saat ini adalah media pembelajaran yang digunakan pada pembelajaran mata kuliah elektronika daya khusunya pada bahasan dc dc converter masih hanya sebatas melakukan pratikum untuk mengetahui tegangan keluaran yang dihasilkan berdasarkan tegangan masukkanya perlu adanya pemahaman mengenai bagaimana cara mengatur dan mengontrol agar menghasilkan tegangan keluaran yang diinginkan selain itu juga perlu adanya pengetahuan mengenai cara mengontrol tegangan keluaran agar stabil dan tidak mengalami ripple berdasarkan permasalahan tersebut dibutuhkan pengembangan trainer dc dc full bridge converter menggunakan mikrokontroler texas instruments c2000 launchpad tujuan dari penelitian pengembangan ini adalah 1 menghasilkan media pembelajaran berupa trainer dc dc full bridge converter pada matakuliah elektronika daya 2 menghasilkan media pembelajaran berupa modul pratikum trainer dc dc full bridge converter pada matakuliah elektronika daya 3 mengetahui tingkat kelayakan produk yang dikembangkan penelitian ini menggunakan metode penelitian dan pengembangan research and development rd yang digunakan untuk menghasilkan produk dan menguji keefektifan produk tersebut model yang digunakan dalam penelitian pengembangan trainer dc dc full bridge converter adalah model pengembangan addie adapun langkah langkah pengembanganya adalah sebagai beriku 1 analyze analisis 2 design perancangan 3 development pengembangan 4 implementation uji coba 5 evaluation evaluasi dan data produk berupa angket menggunakan skalas 1 4 yang berasal dari penilaian ahli media ahli materi dan mahasiswa,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan,kembang trainer dc dc full bridge converter matakuliah elektronika daya progam studi s1 didik teknik elektro jurus teknik elektro universitas negeri malang,matakuliah elektronika daya jurus teknik elektro universitas negeri malang salah mata kuliah wajib tempuh mahasiswa progam studi s1 didik teknik elektro elektronika daya kait olah pemrosesan energi listrik ubah daya listrik bentuk bentuk lai kendali modifikasi bentuk tegang arus piranti elektronik salah matakuliah elektronika daya konsep konverter dc dc media ajar matakuliah elektronika daya converter dc dc batas inovasi kembang media ajar tingkat tahu ketrampilan mahasiswa mata kuliah elektronika daya salah inovasi kembang media ajar dc dc full bridge converter full bridge converter salah konfigurasi tawar isolasi rancang trafo step hasil tegang tegang masukkanya trainer tinya tambah mikrokontroler kontrol tegang output mikrokontroler texas instruments c2000 launchpad mikrokontroler tegang keluar kontrol tegang keluaranya stabil tegang keluar hasil dapat atur geser fasa duty cycle sinyal pwm mikrokontroler texas instruments c2000 kontrol nilai duty cycle mikrokontroler nilai efisiensi daya rangkai masalah hadap media ajar ajar mata kuliah elektronika daya khusunya bahas dc dc converter batas pratikum tegang keluar hasil dasar tegang masukkanya paham atur kontrol hasil tegang keluar tahu kontrol tegang keluar stabil alami ripple dasar masalah butuh kembang trainer dc dc full bridge converter mikrokontroler texas instruments c2000 launchpad tuju teliti kembang 1 hasil media ajar trainer dc dc full bridge converter matakuliah elektronika daya 2 hasil media ajar modul pratikum trainer dc dc full bridge converter matakuliah elektronika daya 3 tingkat layak produk kembang teliti metode teliti kembang research development rd hasil produk uji efektif produk model teliti kembang trainer dc dc full bridge converter model kembang addie langkah langkah pengembanganya beri 1 analyze analisis 2 design ancang 3 development kembang 4 implementation uji coba 5 evaluation evaluasi data produk angket skalas 1 4 asal nilai ahli media ahli materi mahasiswa
2097,hubungan social support dan communication skill terhadap kesiapan memasuki dunia kerja abad 21 siswa kelas xii kompetensi keahlian teknik elektronika industri se kota malang,dunia kerja merupakan tujuan akhir yang ingin diraih oleh setiap lulusan smk kompetensi keahlian teknik elektronika industri dalam hal ini smk sekolah menengah kejuruan merupakan institusi pendidikan yang mempersiapkan siswa siswi menjadi tenaga kerja yang terampil dan produktif dalam bekerja namun dengan kurangnya social support dan communication skill membuat banyak lulusan smk yang belum mendapat pekerjaan karena pentingnya communication skill untuk kesiapan memasuki dunia kerja pada abad ke 21 inioleh karena itu sebelum lulus siswa harus memiliki social support dan communication skill untuk memasuki dunia kerja dengan demikian siswa dapat memiliki kesiapan yang matang untuk memasuki dunia kerja penelitian ini bertujuan untuk mengetahui 1 mendeskripsikan kesiapan memasuki dunia kerja abad 21 y 2 mendeskripsikan commucation skill x2 3 mendeskripsikan social support x1 4 mengungkap adanya signifikansi hubungan antara x1 dan y 5 mengungkap adanya signifikansi hubungan antara x2 dan y 6 mengungkap adanya signifikansi hubungan antara x1 dan x2 dengan y secara simultan penelitian ini merupakan penelitian ex post facto jenis casual research penelitian korelasi dengan menggunakan metode penelitian kuantitatif penelitian ini terdiri dari dua variabel bebas dan satu variabel terikat variabel bebas pada penelitian ini yaitu x1 dan x2 sedangkan satu variabel terikat dalam penelitian ini yaitu y responden dalam penelitian ini adalah siswa kelas xii kompetensi keahlian teknik elektonika industri se kota malang yang telah melakukan prakerin praktik kerja industri pengumpulan data dilakukan dengan menyebarkan kuisioner,Ketenegakerjaan Teknologi dan Kejuruan,hubung social support communication skill kesiap pasuk dunia kerja abad 21 siswa kelas xii kompetensi ahli teknik elektronika industri kota malang,dunia kerja tuju raih lulus smk kompetensi ahli teknik elektronika industri smk sekolah tengah juru institusi didik siswa siswi tenaga kerja terampil produktif kurang social support communication skill lulus smk kerja communication skill kesiap pasuk dunia kerja abad 21 inioleh lulus siswa milik social support communication skill pasuk dunia kerja siswa milik kesiap matang pasuk dunia kerja teliti tuju 1 deskripsi kesiap pasuk dunia kerja abad 21 2 deskripsi commucation skill x2 3 deskripsi social support x1 4 ungkap signifikansi hubung x1 5 ungkap signifikansi hubung x2 6 ungkap signifikansi hubung x1 x2 simultan teliti teliti ex post facto jenis casual research teliti korelasi metode teliti kuantitatif teliti variabel bebas variabel ikat variabel bebas teliti x1 x2 variabel ikat teliti responden teliti siswa kelas xii kompetensi ahli teknik elektonika industri kota malang prakerin praktik kerja industri kumpul data sebar kuisioner
2098,pengembangan e modul interaktif berbantuan smart apps creator untuk meningkatkan minat belajar jaringan komputer bagi siswa kelas x smk,pengembangan ini didasari minimnya pemanfaatan media teknologi dalam praktek pembelajaran yang diterapkan oleh tenaga pendidik pada mata pelajaran komputer dan jaringan dasar dimana dalam proses pemaparan materi dan kegiatan belajar mengajar hanya dilakukan dengan metode dasar pembelajaran konvensional atau pembelajaran satu arah dan materi hanya disalurkan dengan buku teks dan sejenisnya mengakibatkan kurangnya minat belajar siswa berdasarkan observasi peneliti di smk islam batu bahwa diperbolehkan bagi seluruh siswa di smk islam batu untuk membawa smartphone serta tersedianya akses internet oleh pihak sekolah untuk membantu proses belajar dan mengajar meninjau dari poin tersebut penelitian dan pengembangan ini bertujuan untuk 1 menghasilkan media pembelajaran interaktif berbasis aplikasi menggunakan smart apps creator 2 media pembelajaran yang dihasilkan berupa karya digital diharapkan dapat meningkatkan minat belajar siswa 3 membuktikan pengaruh dan keefektifan penggunaan media pembelajaran penelitian dan pengembangan ini menggunakan metode pengembangan sugiyono dimana tahapannya sebagai berikut 1 potensi dan masalah 2 pengumpulan data 3 desain produk 4 validasi desain 5 revisi desain 6 uji coba produk 7 revisi produk 8 uji coba pemakaian 9 revisi produk 10 produksi masal,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan,kembang e modul interaktif bantu smart apps creator tingkat minat ajar jaring komputer siswa kelas x smk,kembang dasar minim manfaat media teknologi praktek ajar terap tenaga didik mata ajar komputer jaring dasar mana proses papar materi giat ajar ajar metode dasar ajar konvensional ajar arah materi salur buku teks jenis akibat kurang minat ajar siswa dasar observasi teliti smk islam batu boleh siswa smk islam batu bawa smartphone sedia akses internet sekolah bantu proses ajar ajar tinjau poin teliti kembang tuju 1 hasil media ajar interaktif bas aplikasi smart apps creator 2 media ajar hasil karya digital harap tingkat minat ajar siswa 3 bukti pengaruh efektif guna media ajar teliti kembang metode kembang sugiyono mana tahap 1 potensi 2 kumpul data 3 desain produk 4 validasi desain 5 revisi desain 6 uji coba produk 7 revisi produk 8 uji coba pakai 9 revisi produk 10 produksi masal
