,id,judul,abstrak,kbk
830,849,hubungan adaptability skillsdankemampuan tpack dengan kesiapan sebagai guru kejuruan berketerampilan abad 21 pada mahasiswa program studi s1 pendidikan teknik elektro fakultas teknik universitas negeri malang,abad 21 berdampak besar pada berbagai bidang salah satunya adalah dunia pendidikan sekolah menengah kejuruan smk membutuhkan guru yang berketerampilan abad 21 untuk menghadapi tantangan tersebut beberapa aspek yang mempengaruhi kesiapan mahasiswa sebagai calon sebagai guru kejuruan berketerampilan abad 21 adalah adaptability skills dan kemampuan tpack tujuan penelitian ini untuk 1 mendeskripsikan tingkat x1 2 mendeskripsikan tingkat x2 3 mendeskripsikan tingkat y 4 mengungkap signifikansi dan hubungan x1 dengan y 5 mengungkap signifikansi dan hubungan x2 dengan y dan 6 mengungkap signifikansi dan hubungan x1 dan x2 secara simultan dengan y penelitian ini menggunakan metode pendekatan kuantitatif dengan rancangan penelitian deskriptif korelasional dan bersifat expost facto sampel penelitiannya adalah mahasiswa s1 pte um angkatan 2017 yang sudah menempuh mata kuliah pengenalan lapangan persekolahan plp sejumlah 84 mahasiswa teknik purposive sampling bertipe sampel jenuh digunakan dalam penelitian ini variabel x1 x2 dan y diukur menggunakan instrumen berupa angket variabel x1 x2 dan y memiliki tingkat realibilitas secara berurutan adalah 0 927 0 965 dan 0 956 teknik analisis data yang digunakan adalah analisis korelasi parsial dan regresi linier ganda analisis uji prasyarat dan analisis sumbangan efektif relatif hasil penelitian ini yaitu 1 tingkat x1 dalam ketegori sangat tinggi dengan persentase 47 67 2 tingkat x2 dalam kategori tinggi dengan persntase 51 16 dan 3 tingkat y dalam kategori sangat tinggi dengan persentase 52 3 4 hubungan secara parsial antara x1 dengan y mempunyai nilai sig 0 001 0 005 5 hubungan secara parsial antara x2 dengan y mempunyai nilai sig 0 00 0 005 6 hubungan secara simultan antara x1 dan x2 dengan y mempunyai nilai sig f 0 00 0 005 dengan nilai r sebesar 0 848 sumbangan efektif x1 sebesar 22 2 dan sumbangan efektif x2 sebesar 49 6 sedangkan sumbangan relatif x1 sebesar 30 9 dan sumbangan relatif x2 sebesar 69 1 kesimpulan dari penelitian adalah 1 tingkat x1 x2 dany dalam kategori sangat tinggi tinggi dan sangat tinggi 2 terdapat hubungan yang positif dan signifikan secara parsial antara x1 dengan y dan antara x2 dengan y dan 3 terdapat hubungan yang possitif dan signifikan secara simultan antara x1 dan x2 dengan y,Kurikulum Pendidikan Teknologi dan Kejuruan
848,867,perbandingan algoritma naïve bayes dan decision tree c4 5 dalam klasifikasi penyakit gagal jantung,gagal jantung merupakan suatu keadaan yang terjadi saat jantung gagal memompakan darah dalam jumlah yang memadai untuk mencukupi kebutuhan metabolisme angka kematian di dunia yang disebabkan oleh penyakit jantung menurut who berjumlah 17 9 juta jiwa berkisar 31 dari 57 juta penduduk didunia benua asia berada diposisi puncak akibat kematian penyakit jantung dengan jumlah penderita 276 9 ribu jiwa dan indonesia menduduki tingat kedua di asia tenggara dengan jumlah 371 ribu jiwa oleh karena itu dengan jumlah kematian yang tinggi pendeteksian dini perlu dilakukan kumpulan data pasien yang terkena gagal jantung bisa dimanfaatkan untuk melakukan pendeteksian dini dengan menggunakan data mining dataset yang digunakan pada penelitian ini adalah dataset heart failure clinical records dari website kaggle yang memiliki 13 atribut bersifat multivariate dengan jumlah instance 299 pemilihan algoritma naive bayes dan decision tree c4 5 dalam perbandingan algoritma klasifikasi penyakit gagal jantung karena masing masing algoritma memiliki kelebihan yang sesuai dengan kasus berdasarkan jumlah pasien gagal jantung yang besar penyimpa data pasien menjadi besar algoritma naïve bayes terbukti memiliki akurasi dan kecepatan yang tinggi saat diaplikasikan ke dalam database yang besar muhamad dkk 2017 sehingga ini menjadi salah satu kelebihan yang bisa digunakan dalam kasus klasifikasi penyakit gagal jantung kemudian menurut penelitian yang dilakukan mariyono dan santoso 2007 penyebab penyakit gagal jantung susah dikenali secara klinis karena beragamnya keadaan klinis serta hanya sedikit tanda  tanda klinis pada tahap awal penyakit sehingga dibutuhkan algoritma yang memiliki pemodelan yang mudah dibaca dimana dengan pemodelan yang mudah dibaca dapat digunakan dalam analisa sebuah penyakit salah satu kelebihan dari algoritma decision tree c4 5 adalah interpretability ini menggambarkan kemudahan suatu model untuk dapat dipahami dan diinterpretasikan sugianto 2015 sehingga pada penelitian ini akan dibandingkan mana algoritma yang cocok diterapkan untuk melakukan prediksi penyakit gagal jantung,Game Technology and Machine Learning Applications
870,890,hubungan entrepreneurial literacy dan social media literacy dengan persepsi terhadap entrepreneurship opportunities di bidang e commerce pada mahasiswa jurusan teknik elektro universitas negeri malang,e commerce pada saat ini sudah tidak menjadi hal yang asing lagi bagi masyarakat indonesia hampir seluruh jenis jenis dalam bidang entrepreneushipikut serta dikembangkan dalam bidang e commerce khusus nya dalam metode pemasaran e commerce yang kini berkembang pesat karena memiliki banyak manfaat bagi kehidupan manusia untuk memenuhi kebutuhan hal yang paling mendasar penggunaan e commerce memudahkan komunikasi antara pihak produsen dan konsumen laya e commerce juga tersedia 24 jam selama 7 hari hal ini menguntungkan kedua belah pihak untuk memasarkan barang produksi atau jasa yang ditawarkan oleh produsen dan mencari barang yang dibutuhkan dengan mudah oleh konsumen dimanapun dan kapanpun tenaga lulusan saat ini juga dituntut untuk menciptakan sebuah lapangan pekerjaan dan dalam bidang entrepreneurship ini memiliki banyak peluang untuk mewujudkan hal tersebut penelitian ini bertujuan 1 mendeskripsikan entrepreneurship literacy x1 social media literacy x2 dan persepsi terhadap entrepreneurship opportunities y 2 mengungkap signifikansi dan hubungan x1 dan x2 secara simultan dengan y metode penelitian yang digunakan dalam penelitian ini menggunakan pendekatan kuantitatif dengan rancangan penelitian korelasional sampel dari penelitian ini adalah mahasiswa jurusan teknik elektro dari sejumlah 4 offering dari 4 program studi yang berbeda yang sudah mengambil mata kuliah kewirausahaan technopreneurship atau manajemen usaha yang ada di jurusan teknik elektro teknik sampling yang digunakan adalah pusposive sampling data yang dianalisis dengan uji korelasi parsial dan uji hipotesis melalui spss untuk mengungkapkan hubungan antara variabel bebas dan variabel terikat baik secara parsial maupun secara simultan teknik pengumpulan data penelitian ini menggunakan kuesioner yang telah di validasi,Ketenegakerjaan Teknologi dan Kejuruan
902,922,perbandingan penerapan model pembelajaran pbi berbantuan video tutorial dengan model pembelajaran pjbl berbantuan video tutorial pengaruhnya terhadap berfikir logis pemrograman dasar pada siswa kelas x rpl di smkn 2 singosari malang,model pembelajaran dengan karakteristik yang sesuai dengan kompetensi yang akan dicapai yang dapat mempengaruhi kemampuan berfikir logis siswa diantaranya adalah model pembelajaran problem based instruction pbi dan project based learning pjbl model pembelajaran problem based instruction pembelajaran dimulai dengan memberikan orientasi tentang permasalahan untuk mengetahui tingkat pemecahan masalah yang dimiliki oleh siswa model pjbl merupakan pembelajaran berbasis proyek sebagai media dan berpusat pada siswa student centered di mana siswa diberi peluang bekerja praktik secara otonom mengkonstruksi belajarnya bantuan media pembelajaran juga berperan penting dan dapat mempengaruhi kemampuan siswa dan media yang dapat digunakan yaitu video tutorial penelitian ini bertujuan untuk mengetahui bagaimana perbandingan penerapan model pembelajaran pbi berbantuan video tutorial dengan model pembelajaran pjbl berbantuan video tutorial untuk meningkatkan berfikir logis pemrograman dasar pada siswa kelas x rpl di smkn 2 singosarimalang penelitian ini merupakan penelitian kuantitatif dengan menggunakan metode eksperimen semu quasi eksperiment rancangan penelitian yang digunakan adalah post test only desain penelitian ini menggunakan dua kelas sebagai kelas eksperimen a menggunakan model problem based instruction pbi berbantuan video tutorial dan kelas eksperimen b yang menggunakan project based learning pjbl berbantuan video tutorial analisis data yang digunakan untuk menguji hipotesis adalah uji t independent sample t test,Strategi Pembelajaran Teknologi dan Kejuruan
905,925,perbedaan hasil belajar sistem komputer karena pengaruh penerapan pbl dengan strategi metakognitif dibandingkan cbl dengan strategi metakognitif pada siswa kelas x rpl di smkn 1 kepanjen,penggunaan model pembelajaran dan strategi pembelajaran yang sesuai dapat mempengaruhi hasil belajar siswa berdasarkan hasil observasi di smkn 1 kepanjen kelas x rpl menunjukkan bahwa penerapan model dan strategi pembelajaran cenderung kurang hingga berdampak pada hasil belajar siswa menurut masalah tersebut maka dilakukan penelitian perbedaan hasil belajar y1 karena pengaruh penerapan pbl dengan strategi metakognitif x1 dibandingkan cbl dengan strategi metakognitif x2 penelitian ini bertujuan untuk mengetahui 1 mendeskripsikan y1 menggunakan x1 2 mendeskripsikan y1 menggunakan x2 dan 3 mengetahui perbedaan y1 antara siswa yang menggunakan x1 dibandingkan x2 penelitian ini didukung dengan pengkajian pustaka untuk melandasi teori yang digunakan rancangan penelitian ini merupakan penelitian kuantiatif dengan menggunakan metode eksperimen semu quasi experiment serta desain penelitian pretest posttest design penelitian ini menggunakan dua kelas kelas eksperimen 1 menggunakan penerapan pbl dengan strategi metakognitif dan kelas eksperimen 2 menggunakan penerapan cbl dengan strategi metakognitif dengan masing masing 36 siswa analisis data yang digunakan untuk menguji hipotesis adalah uji t independent sample test,Kurikulum Pendidikan Teknologi dan Kejuruan
912,932,analisis keberterimaan sipejar bagi mahasiswa jurusan teknik elektro universitas negeri malang dengan pendekatan tam technology acceptance model,perkembangan ilmu pengetahuan dan teknologi iptek yang sangat cepat sangat berpengaruh terhadap perkembangan belajar mahasiswa dimana dengan adanya perkembangan perkembangan yang ada mahasiswa dituntut untuk mengusai banyak pengetahuan dan diharuskan cepat tanggap pembelajaran merupakan patokan pertama yang harus dievaluasi agar tujuan pembelajaran dapat tercapai berdasarkan observasi yang dilakukan di universitas negeri malang beberapa jurusan masih mengandalkan pembelajaran yang berpusat hanya pada dosen teacher center dimana dosen menjelaskan materi dengan memanfaatkan bahan ajar seperti buku text based modul buku digital maupun media presentasi power point beberapa kasus ini juga berdampak pada pembelajaran yang dianggap kurang efektif karena menjadikan pembelajaran yang kurang menarik dan cenderung membuat mahasiswa cepat bosan sedangkan di universitas negeri malang sendiri sudah tersedia e learning maupun system untuk belajar daring seperti sipejar namun pada beberapa jurusan ini masih kurang dimanfaatkan dengan baik oleh dosen maupun mahasiswa sedangkan menurut observasi 45 mahasiswa membutuhkan referensi materi dan lebih seg mencari materi secara online dan 5 orang terkadang mencari secara online maupun melalui buku di perpus dengan demikian dilakukan penelitian untuk menganalisis pemanfaatan e learning sebagai media pembelajaran terhadap kualitas pendidikan dan motivasi mahasiswa di jurusan teknik elektro universitas negeri malang pendekatan yang dipergunakan dalam penelitian ini adalan pendekatan tam technology acceptance model dimana pendekatan ini dipergunakan untuk menguji faktor faktor yang mempengaruhi diterima atau tidaknya penggunaan teknologi komputer adapun variable yang perlu diperhatikan untuk pendekatan tam adalah 1 perceived usefulness 2 perceived ease of use 3 attitude toward using 4 behavioral intention of use 5 actual system usage,Evaluasi dan Pengelolaan Pendidikan Kejuruan
919,940,pengembangan trainer buck  boost converter mata kuliah elektronika dayaprogram studi s1 pendidikan teknik elektro jurusan teknik elektro di universitas negeri malang,abstrakmatakuliah elektronika daya di universitas negeri malang merupakan matakuliah wajib bagi mahasiswa program studi s1 pendidikan teknik elektro elektronika daya adalah cabang ilmu elektronika yang berkaitan dengan pengolahan dan pengaturan daya listrik yang dilakukan secara elektronis elektronika daya berkaitan dengan pengolahan atau pemrosesan energi listrik yakni mengubah daya listrik dari satu bentuk kebentuk lainnya dengan mengendalikan atau memodifikasi bentuk tegangan atau arusnya menggunakan peranti elektronik berdasarkan kurikulum s1 pendidikan teknik elektro tahun 2019 mahasiswa mampu merancang rangkaian elektronika daya untuk mengontrol dan konversi daya listrik kendala yang dihadapi adalah media pembelajaran yang digunakan hal tersebut dikarenakan terbatasnya sarana dan prasarana sehingga kurang sesuai dengan kompetensi dan membuat standart kompetensi matakuliah elektronika daya belum terpenuhi berdasarkan latar belakang tersebut dibutuhkan trainer buck  boost converter tujuan dari penelitian pengembangan ini adalah 1 untuk menghasilkan media pembelajaran berupa trainer buck  boost converter untuk matakuliah elektronika daya 2 untuk menghasilkan media pembelajaran berupa modul praktikum dan petunjuk penggunaan manual book trainer buck  boost converter untuk matakuliah elektronika daya 3 melakukan pengujian kelayakan hasil penelitian untuk mengetahui tingkat kelayakan produk yang dikembangkan metode yang digunakan dalam penelitian ini adalah metode penelitian dan pengembangan research and development rd yang digunakan untuk menghasilkan produk tertentu dan menguji keefektifan produk tersebut desain yang digunakan dalam pengembangan trainer buck boost converter ini adalah model desain addie adapun langkah  langkah pengembangannya adalah sebagai berikut 1 analyze analisis 2 design perancangan 3 development pengembangan 4 implementation uji coba 5 evaluation evaluasi data produk berupa angket menggunakan skala linkert 1  4 yang berasal dari penilaian ahli media ahli materi dan mahasiswa,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
950,971,pengembangan pedoman praktikum pada mata pelajaran instalasi motor listrik kelas xi di smk negeri 6 malang,berdasarkan pengalaman kajian dan praktik lapangan pada kelas xi titl di smk negeri 6 malang pada saat praktikum instalasi motor listrik menggunakan trainer siswa masih kesulitan dalam memahami materi karena trainer tersebut belum ada bahan ajar yang mendukung sebagai rujukan siswa dalam memahami materi sehingga dalam kegiatan pembelajaran masih kurang maksimal tujuan dari penelitian dan pengembangan pedoman praktikum adalah 1 merancang pedoman praktikum pada mata pelajaran instalasi motor listrik kelas xi titl 2 mengembangkan pedoman praktikum pada mata pelajaran instalasi motor listrik kelas xi titl dan 3 menguji tingkat kelayakan pedoman praktikum pada mata pelajaran instalasi motor listrik kelas xi titl model pengembangan yang digunakan dalam penelitian adalah model penelitian dan pengembangan sugiyono model ini memiliki tahapan yang sistematis sesuai dengan kebutuhan penelitian sehingga baik untuk pengembangan produk yang dikembangkan teknik pengumpulan data penelitian menggunakan kuisioner untuk mengambil data kualitatif dan kuantitatif hasil uji coba perorangan dari penelitian dari ahli pertama mendapatkan skor rata rata 84 74 dengan kriteria layak digunakan dan dari ahli kedua mendapat skor rata rata 77 54 dengan kriteria layak digunakan hasil uji coba kelompok kecil mendapat skor rata rata 82 38 dengan kriteria layak digunakan dan uji coba kelompok kecil mendapat skor rata rata 85 11 dengan kriteria layak digunakan pada tahap uji coba sumatif hasil belajar siswa lebih besar dari nilai kkm yang ditentukan di sekolah kesimpulan dari penelitian ini yaitu 1 pedoman praktikum yang dikembangkan terdiri dari dua jenis yaitu pedoman praktikum untuk guru dan pedoman praktikum untuk siswa 2 pedoman praktikum yang dikembangkan terdapat materi mengenai trainer aplikasi kontaktor dan terdapat proyek yang dikerjakan dengan menggunakan trainer aplikasi kontaktor dan 3 pedoman praktikum yang dikembangkan layak digunakan dalam kegiatan pembelajaran dikelas,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
957,982,anaslisis opini untuk klasifikasi emosi pada tweet beremoji menggunakan algoritma naive bayes,analisis opini merupakan kajian penelitian yang dapat dikaitkan dengan media sosial konten yang sedang diperbincangkan dalam suatu media sosial akan menjadi tren topik bahasan dan memiliki dampak signifikan terhadap kehidupan bermasyarakat salah satu media sosial yang memiliki konstribusi besar dalam dunia maya dan perkembangan informasi adalah twitter eksistensi media sosial twitter dari awal hingga akhir tergolong stabil sehingga penelitian banyak dilakukan pada aplikasi media sosial tersebut salah satu alasan yang cukup penting adalah media sosial twitter bersifat open source pada aplikasi twitter pengguna dapat menyisipkan emoji yang mewakili emosi mimik wajah atau icon emoji merupakan simbol grafis berupa gambar untuk mengekspresikan suatu hal dengan adanya emoji tersebut suatu teks mampu dibaca dan dipahami sesuai dengan makya sebab terdapat gambar yang mewakilinya dari beberapa hal yang telah disebutkan maka dilakukan penelitian mengenai klasifikasi konten tweet berdasarkan penggunaan emoji penelitian ini bertujuan untuk mengetahui emosional pengguna twitter dalam satu periode setiap tweet masuk pada timeline di twitter yang memiliki teks dan emoji akan diklasifikasi berdasarkan kategori algoritma yang digunakan adalah naive bayes dimana setiap tweet beremoji akan dihitung probabilitasnya sehingga didapatkan hasil klasifikasi teks dengan emoji yang sering digunakan berdasarkan emosi yang terkandung pada tweet adapun dari hasil klasifikasi emosi yang dilakukan oleh algoritma naive bayes adalah akurasi hasil klasifikasi emosi dengan tiga kategori yaitu angry joy dan sad akan disimpulkan bahwa emosi manakah yang paling sering dirasakan sehingga dapat diketahui teks dan emoji apakah yang menjadi tren emosional pengguna twitter pada periode tersebut,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
961,986,starting direct online motor induksi 3 phase pada mesin penggiling serbaguna industri kecil,pada saat ini motor induksi dinamo listrik sangat dibutuhkan dan memainkan peran penting pada sektor industri dalam skala kecil hingga besar yang bergerak pada bidang produksi maupun jasa dan juga dalam berbagai aplikasi itu artinya memerlukan motor sebagai penggerak dengan daya yang disesuaikan dengan kebutuhan ada banyak jenis motor induksi berdasarkan operasi dan tegangan serta aplikasi jenis jenis motor listrik tersedia dalam tiga segmen utama seperti motor ac motor dc dan motor tujuan khusus dan salah satuya yang bisa digunakan adalah motor ac jenis motor induksi 3 fasa 3 kabel bertegangan dan cara agar motor induksi 3 fasa tersebut bisa dioperasikan dengan baik yaitu salah satunya dengan menggunakan sistem kendali starting direct online dol metode dol biasanya diaplikasikan pada sistem kendali motor secara sederhana dengan beban daya rendah hingga menengah dan bisa digunakan pada industri kecil dan dapat diaplikasikan salah satunya pada mesin penggilingan pada proses penggilingan tentunya memerlukan alat yang bisa bergerak memutar dalam jangka waktu tertentu secara konstan alat ini dibuat karena semakin banyaknya kebutuhan masyarakat dan permintaan masyarakat untuk mendapatkan barang atau produk dengan cepat tujuan penggunaan alat ini adalah untuk memudahkan dan mempercepat pekerjaan manusia dalam menghasilkan suatu produk atau jasa dan tentunya sangat efisien dari segi waktu,"Sistem Dinamis, Kendali, dan Robotika (Dynamic Systems, Control and Robotics)"
983,1011,analisis penerapan model utaut pada penerimaan dan penggunaan sipejar di ft um,dengan terus berkembangnya teknologi informasi saat ini mengakibatkan pera sistem informasi sangat dibutuhkan dalam pemenuhan kebutuhan akan informasi dengan adanya sipejar yang ada di fakultas teknik universitas negeri malang maka dilakukan penelitian untuk mengetahui keuntungan akademik dalam penggunaannya dengan menggunakan model utaut unified theory of acceptance and use of technology hal yang mendasari penelitian ini adalah belum terukurnya pemanfaatan penggunaan dari sipejar untuk seluruh aktivitas akademik penelitian yang akan dilakukan dibatasi dalam ruang lingkup analisis pengaruh performance expectancy effort expectancy social influence dan facilitating condition terhadap keuntungan akademik dalam penggunaan sipejar di fakultas teknik universitas negeri malang,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
1013,1041,smart bullets target system sbts sebagai deteksi dan penampil skor pada latihan menembak berbasis euclidean distance,kegiatan menembak banyak diminati oleh warga indonesia dan dapat dijadikan hobi ajang keolahragaan seperti pekan olahraga nasional pon maupun olimpiade serta pendidikan kemiliteran menembak merupakan kegiatan yang memadukan keahlian akurasi dan kecepatan pada diri seseorang dengan menggunakan peralatan tembak berupa senapan angin air soft gun dan peluru latihan menembak pada umumnya ditujukan pada sasaran tembak sasaran tembak biasanya berbentuk lingkaran dengan beberapa gambar lingkaran ditengahnya pada umumya peserta latihan tembak mengambil sasaran tembak tersebut untuk diukur tingkat akurasinya hal tersebut sangat berbahaya apabila peserta lain yang berada di sekitarnya sedang menambak sasaran mereka bahkan terkadang peserta tertembak oleh senapan peserta lain oleh karena itu dibutuhkan alat untuk mengukur akurasi tembakan secara otomatis dalam penelitian ini diusulkan alat untuk mengukur tingkat akurasi tembakan berdasarkan koordinat peluru pada sasaran tembak alat tersebut memadukan pengolahan citra image processing dan internet of things iot alat tersebut diberi nama smart bullets target system sbts sbts merupakan alat berupa bidang sasaran tembak yang mampu menganalisa hasil tembakan berupa gambar tembakan dan skor tembakan skor hasil tembakan diinformasikan kepada penembak melalui smartphone sbts mampu menganalisa hasil tembakan menggunakan kamera dengan rentang skor 1 hingga 10 sbts diharapkan memberikan kemudahan penembak dalam mengetahui hasil tembakan dari jarak jauh sbts juga memberikan keama dan efisien waktu dalam latihan menembak bagi penembak kata kunci smart bullets target pengolahan citra internet of things,Biomedic and Intelligent Assistive Technology (TAT)
1014,1042,pengembangan modul mata kuliah pengukuran listrik untuk meningkatkan hasil belajar pada mahasiswa program studi s1 pendidikan teknik elektro universitas negeri malang,hasil belajar yang berbeda beda karena latar belakang dari sekolah sebelumnya menyebabkan adanya tidak kesetaraan pengembangan modul dirasa perlu dilakukan untuk menyetarakan antara nilai mahasiswa satu dengan yang lainnya dengan adanya modul mahasiswa menerima materi capaian kompetensi mata kuliah dan evaluasi yang sama sehingga diharapkan nilainya tidak terlalu berbeda jauh tujuan dari pengembangan ini adalah 1 merancang modul mata kuliah pengukuran listrik pada mahasiswa program studi s1 pendidikan teknik elektro universitas negeri malang 2 mengembangkan modul mata kuliah pengukuran listrik pada mahasiswa program studi s1 pendidikan teknik elektro universitas negeri malang 3 menguji kelayakan modul mata kuliah pengukuran listrik pada mahasiswa program studi s1 pendidikan teknik elektro universitas negeri malang pengembangan ini menggunakan model research and development rd yang dikembangkan oleh sugiyono sedangkan instrumen yang digunakan adalah angket empat pilihan jawaban pengumpulan data dilakukan dengan wawancara kepada dosen pengampu mata kuliah pengukuran listrik program studi s1 pendidikan teknik elektro universitas negeri malang teknik analisis data yang digunakan dalam penelitian ini adalah analisis deskriptif dan data yang didapat berupa data kuantitatif yang diperoleh dari angket dengan skala likert hasil dari pengembangan ini yaitu modul mata kuliah pengukuran listrik program studi s1 pendidikan teknik elektro semester ganjil pengujian kelayakan dilakukan sebanyak dua kali yaitu 1 uji coba produk oleh mahasiswa angkatan 2017 sebanyak 10 sebesar 89 17 dan 2 uji coba pemakaian oleh mahasiswa angkatan 2021 sebanyak dua kelas sebesar 86 42 dari semua hasil persentase tersebut dapat disimpulkan bahwa modul dikatakan sangat layak tanpa harus dilakukan revisi rancangan modul didasarkan pada capaian pembelajaran mata kuliah cpmk dan panduan pembuatan modul pengembangan modul disesuaikan dengan cpmk dan buku panduan pembuatan modul uji kelayakan modul mata kuliah pengukuran listrik menunjukkan bahwa modul yang dikembangkan sangat layak dan dapat digunakan tanpa revisi hal tersebut dibuktikan dari hasil uji coba produk dengan persentase 89 17 dan uji coba pemakaian dengan persentase 86 42,Strategi Pembelajaran Teknologi dan Kejuruan
1024,1053,pengembangan trainer simulator sistem distribusi untuk matakuliah sistem distribusi dan transmisi tenaga listrik pada mahasiswa jurusan teknik elektro universitas negeri malang,dalam dunia pendidikan di indonesia khususnya pada universitas negeri malang pengembangan sebuah media ajar begitu sangat penting karena dengan mengembangkan sebuah media khususnya pengembangan trainer simulator distribusi sangat diperlukan sebagai penunjang efektifitas dalam belajar dan pembelajaran di dunia pendidikan pengembangan trainer simulator sendiri berfungsi untuk mengetahui secara visual bagaimana cara kerja suatu sistem itu dapat berjalan sebagai mana mestinya pengembangan trainer sistem distribusi sendiri bertujuan agar mahasiswa teknik elektro ft um mengetahui secara langsung bagaimana cara kerja suatu jaringan distribusi menuju ke beban pada proses pembelajaran teori saja tidak akan cukup untuk meningkatkan pengetahuan mahasiswa tentang bagaimana sistem itu bisa berjalan dengan baik dari pengalaman yang saya dapatkan kita juga butuh suatu simulator untuk memudahkan proses pembelajaran sistem distribusi sendiri merupakan bagian dari sistem tenaga listrik yang berguna untuk menyalurkan tenaga listrik dari sumber daya listrik besar hingga sampai ke konsumen dalam sistem distribusi sendiri tinya akan ada jaringan tegangan menengah primer dan tegangan rendah sekunder jaringan teganagan menengah sendiri merupakan bagian dari sistem distribusi yang terletak mulai dari gardu induk sampai gardu distribusi sedangkan jaringan tegangan rendah merupakan bagian dari sistem distribusi yang terletak mulai dari rel pembagi pada gardu distribusi sampai kwh meter konsumen pengambangan trainer simulator distribusi sebagai media pembelajaran yang bertujuan agar proses pembelajaran lebih meningkat dan memudahkan mahasiswa untuk mengetahui bagaimana suatu sistem distribusi bisa berjalan sampai ke beban dan pengembangan trainer ini menggunakan model addie yang terdiri dari beberapa tahap antara lain 1 analisis 2 desin 3 pengembangan 4 implementasi 5 evaluasi,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
1030,1059,hubungan kemampuan berpikir kreatifdan pengalaman bermakna saat prakerin dengan persepsi terhadap karier di bidang teknologi listrik pada siswa kelas xii program keahlian teknik ketenagalistrikan di kota malang,persepsi terhadap karier di bidang teknologi listrik merupakan hasil serangkaian proses yang berlangsung dalam kurun waktu tertentu berdasarkan pengalaman yang didapat hasil pengamatan dan pola pikir yang dimiliki oleh seseorang persepsi ini muncul karena dipengaruhi oleh beberapa faktor diantaranya yaitu kemampuan berpikir kreatifdan pengalaman bermakna saat prakerin penelitian ini bertujuan untuk 1 mendeskripsikan kemampuan berpikir kreatif x1 pengalaman bermakna saat prakerin x2 dan persepsi terhadap karier di bidang teknologi listrik y 2 mengungkap signifikansi dan hubungan antara x1 dan y 3 mengungkap signifikansi dan hubungan antara x2 dan y 4 mengungkap signifikansi dan hubungan antara x1 dan x2 secara simultan dengan y metode penelitian yang digunakan pada penelitian ini adalah metode kuantitatif dengan rancangan penelitian deskriptif korelasional yang bersifatexpose facto sampel penelitian ini adalah siswa kelas xii program keahlian teknik ketenagalistrikan di kota malang teknik sampling yang digunakan pada penelitian ini adalah purposive sampling tipe sampel jenuh pengumpulan data dilakukan dengan menggunakan angket atau kuisioner teknik analisis data menggunakan analisis korelasi parsial uji prasyarat analisis dan analisis sumbangan prediktor dengan bantuan software spss,Kurikulum Pendidikan Teknologi dan Kejuruan
1031,1060,pengembangan trainer running text otomatis berbasis arduino pada mata pelajaran mikroprosesor dan mikrokontroler kelas xi teknik elektronika industri smkn 1 rejotangan,arduino merupakan salah satu platform mikrokontroler yang dirancang untuk memudahkan penggunaan elektronika dalam berbagai bidang matapelajaran mikroprosesor dan mikrokontroler merupakan matapelajaran yang menyajikan tentang tata cara memrogram mikrokontroler bagi siswa smk program keahlian teknik elektronika jurusan teknik elektronika industri teknik elektronika industri di smkn 1 rejotangan merupakan salah satu jurusan yang berdiri 4 tahun lalu ada beberapa media belajar yang sudah tersedia untuk menunjang pemahaman siswa terhadap materi mikrokontroler namun media pembelajaran yang ada belum sepenuhnya dapat menerapkan materi dari matapelajaran dengan demikian untuk meningkatkan pemahaman siswa khususnya bagi kelas 2 jurusan teknik elektronika industri maka diperlukan pengembangan media yang bersifat membantu pemahaman materi siswa yang sesuai dengan silabus matapelajaran mikroprosesor dan mikrokontroler pengembangan trainer running text otomatis berbasis arduino yang saya ajukan ini diharapkan mampu mempermudah siswa untuk memahami dan mengaplikasikan program mikrokontroler menjadi sebuah alat elektronik menggunakan arduino modul running text p10 dan sensor sensor sebagai input masukannya,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
