id,judul,abstrak,kbk
838,<p>Pengembangan Media Video Pembelajaran tentang Pusat Listrik Tenaga Thermal dalam Matakuliah Pembangkit Tenaga Listrik di Jurusan Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
839,<p>Pengembangan Bahan Ajar Sistem Komputer Berbasis Game Edukasi Bermuatan Mind Mapping Learning untuk Siswa Semester I Kompetensi Keahlian TKJ di SMK<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
840,<p>Pengembangan Media Pembelajaran Digital Sistem Antena Berbasis REACT Pada Mata Pelajaran Penerapan Sistem Radio dan Televisi Kelas XI Teknik Audio Video di SMK Negeri 2 Singosari<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
841,<p>Pengembangan Multimedia Pembelajaran Interaktif Mengadopsi Konsep Computer Based Instruction (CBI) Model Simulasi Untuk Mata Pelajaran Komputer dan Jaringan Dasar Kelas X TKJ SMK Negeri 5 Malang</p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
842,<p>Pengembangan Modul Pembelajaran Matakuliah Statistik Pendidikan di Jurusan Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
843,<p>Sistem Rekomendasi Tempat Praktik Kerja Lapangan (PRAKERLAP) dengan Metode Simple Additive Weighting di SMK Negeri 10 Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
844,<p>Implementasi Algoritma Learning Vector Quantization untuk Klasifikasi Kemampuan Siswa<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
845,<p>Perbedaan Hasil Belajar Pemahaman Logika Pemrograman Dasar Karena Pengaruh Penerapan Model Pembelajaran Mind Mapping Dibandingkan Penerapan Model Pembelajaran Dd/Ct Pada Siswa Kelas X TKJ di SMK Negeri 7 Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
846,<p>Penerapan Varian Model Belajar Konstruktivistik Berbantuan Media Audiovisual untuk Mengatasi Miskonsepsi Pemahaman Perakitan Komputer pada Siswa Kelas X SMKN 8 Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
847,<p>Perbedaan Keaktifan dan Hasil Belajar Administrasi Infrastruktur Jaringan Karena Pengaruh Model Project Based Learning (PjBL) dibandingkan dengan Model Challenge Based Learning (CBL) pada Siswa Kelas XI TKJ di SMK Islam 1 Blitar<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
848,<p>Pengembangan Modul Digital Interaktif Bermuatan Problem Solved Learning untuk Menumbuhkan Kemandirian Belajar pada Mata Pelajaran Administrasi Server Kelas XII di SMKN 1 Gempol-Pasuruan<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
849,<p>Hubungan <i>Adaptability Skills</i>&nbsp;dan<i>&nbsp;</i>kemampuan TPACK dengan Kesiapan sebagai Guru Kejuruan Berketerampilan Abad 21 pada Mahasiswa Program Studi S1 Pendidikan Teknik Elektro Fakultas Teknik Universitas Negeri Malang</p>,"<p>Abad 21 berdampak besar pada berbagai bidang, salah satunya adalah dunia pendidikan. Sekolah Menengah Kejuruan (SMK) membutuhkan guru yang berketerampilan abad 21 untuk menghadapi tantangan tersebut. Beberapa aspek yang mempengaruhi kesiapan mahasiswa sebagai calon sebagai guru kejuruan berketerampilan abad 21 adalah <i>adaptability skills </i>dan kemampuan TPACK. Tujuan penelitian ini untuk (1) mendeskripsikan tingkat X<sub>1</sub><i>, </i>(2) mendeskripsikan tingkat X<sub>2</sub>, (3) mendeskripsikan tingkat Y, (4) mengungkap signifikansi dan hubungan X<sub>1 </sub>dengan Y, (5) mengungkap signifikansi dan hubungan X<sub>2</sub> dengan Y, dan (6) mengungkap signifikansi dan hubungan X<sub>1</sub> dan X<sub>2</sub> secara simultan dengan Y.</p><p><a name=""_Hlk86403822""></a><a name=""_Hlk86402892"">&nbsp;</a>Penelitian ini menggunakan metode pendekatan kuantitatif dengan rancangan penelitian deskriptif korelasional dan bersifat <i>expost facto</i>. Sampel penelitiannya adalah mahasiswa S1 PTE UM angkatan 2017 yang sudah menempuh mata kuliah Pengenalan Lapangan Persekolahan (PLP) sejumlah 84 mahasiswa. Teknik &nbsp;<i>purposive sampling</i> bertipe sampel jenuh digunakan dalam penelitian ini. Variabel X<sub>1</sub>, X<sub>2</sub>, dan Y diukur menggunakan instrumen berupa angket. <a name=""_Hlk86402956"">Variabel X<sub>1</sub>, X<sub>2</sub>, dan Y memiliki tingkat realibilitas secara berurutan adalah 0,927, 0,965, dan 0,956. Teknik analisis data yang digunakan adalah analisis korelasi parsial dan regresi linier ganda, analisis uji prasyarat, dan analisis sumbangan efektif-relatif.</a></p><p>Hasil penelitian ini yaitu (1) tingkat X<sub>1</sub> dalam ketegori sangat tinggi dengan persentase 47,67%, (2) tingkat X<sub>2</sub> dalam kategori tinggi dengan persntase 51,16%, dan (3) tingkat Y dalam kategori sangat tinggi dengan persentase 52,3%, (4) hubungan secara parsial antara X<sub>1</sub> dengan Y mempunyai nilai sig. (0,001 &lt; 0,005), (5) hubungan secara parsial antara X<sub>2</sub> dengan Y mempunyai nilai sig (0,00 &lt; 0,005), (6) hubungan secara simultan antara X<sub>1</sub> dan X<sub>2</sub> dengan Y mempunyai nilai sig F (0,00 &lt; 0,005) dengan nilai R sebesar 0,848. Sumbangan efektif X<sub>1</sub> sebesar 22,2% dan sumbangan efektif X<sub>2</sub> sebesar 49,6%. Sedangkan sumbangan relatif X<sub>1</sub> sebesar 30,9% dan sumbangan relatif X<sub>2</sub> sebesar 69,1%</p><p> Kesimpulan dari penelitian adalah : (1) tingkat X<sub>1</sub>, X<sub>2</sub>, danY dalam kategori sangat tinggi, tinggi, dan sangat tinggi; (2) terdapat hubungan yang positif dan signifikan secara parsial antara X<sub>1</sub> dengan Y dan antara X<sub>2</sub> dengan Y; dan (3) terdapat hubungan yang possitif dan signifikan secara simultan antara X<sub>1</sub> dan X<sub>2</sub> dengan Y<br></p>",Kurikulum Pendidikan Teknologi dan Kejuruan
850,<p>Klasifikasi Lirik Lagu Berbahasa Indonesia Berdasarkan Kategori Pendengar Menggunakan Metode Naïve-Bayes dengan Validasi Neurosky<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
851,<p>INTERAKSI KEMAMPUAN BERPIKIR KRITIS DENGAN PENERAPAN MODEL DEEP DIALOGUE/CRITICAL THINKING DIBANDINGKAN DENGAN POGIL BERBANTUAN MEDIA SIMULATOR EKTS TERHADAP HASIL BELAJAR INSTALASI MOTOR LISTRIK PADA SISWA KELAS XI TEKNIK INSTALASI TENAGA LISTRIK SMK BRANTAS KARANGKATES<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
852,<p>Prediksi Time Series Curah Hujan di Kota Malang Menggunakan Metode Naïve Bayes<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
853,<p>Implementasi Metode Trend Projection pada Prediksi Nilai Tukar Petani Subsektor Tanaman Pangan di Provinsi Jawa Timur<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
854,"<p>Implementasi Metode Forward Chaining dan Backward Chaining Dalam Pemberian Saran Obat yang Tepat Berdasarkan Gejala, Data Rekam Medis, dan Karakteristik Obat<br></p>",<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
855,<p>Perancangan Pemberian Takaran Pupuk Urea Berdasarkan Tingkat Kehijauan Daun Pada Tanaman Padi Menggunakan Metode Fuzzy Local Binary Pattern<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
856,<p>Perbandingan Kinerja Metode Naive Bayes dan K-Nearest Neighbour dalam Pengklasifikasian Artikel Jurnal Berbahasa Indonesia<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
857,<p>Implementasi Teorema Bayes untuk Manajemen Antrian Berprioritas di Poliklinik Universitas Negeri Malang<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
858,<p>Klasifikasi Tingkat Buta Huruf Menggunakan Algoritma K means- Niave Bayes<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
859,<p>Algoritma Support Vector Machine Berbasis K-Means Untuk Klasifikasi Chronic Kidney Disease<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
860,<p>Implementasi Metode Autoregressive Integrated Moving Average (ARIMA) Untuk Prediksi Stok Obat<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
861,<p>Analisis Dampak Ketidakseimbangan Beban Terhadap Rugi Rugi Pada Gardu Distribusi di Penyulang Kesamben Rayon Wlingi<br></p>,<p>-</p>,Intelligent Power and Advanced energy System (IPAES)
862,<p>Implementasi Algoritma K-Nearest Neighbors Pada Pola Klasifikasi Penyakit Tahunan di Kota Malang<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
863,<p>Klasifikasi Bahan Ajar Mata Pelajaran Bahasa Indonesia berdasarkan Tingkat Sekolah menggunakan Metode K-Nearest Neighbor<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
864,<p>Identifikasi Bacaan Kosakata Bahasa Arab dengan Pengenalan Suara Metode Fast Fourier Transform dan Neural Network Learning Vector Quantization<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
865,<p>Klasifikasi Status Gizi Balita dengan Perhitungan Antropometri Menggunakan Algoritma Naive Bayes<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
866,<p>Tanggapan Dunia Usaha/Dunia Industri (DUDI) Terhadap Pelaksanaan Praktik Kerja Industri Kompetensi Keahlian Teknik Otomasi Industri SMK Negeri 1 Singosari<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
867,"<p>Perbandingan Algoritma Naïve Bayes dan Decision Tree C4.5 Dalam Klasifikasi Penyakit Gagal Jantung</p><p class=""MsoNormal"" style=""margin-top:0cm;margin-right:0cm;margin-bottom:0cm; margin-left:106.35pt;margin-bottom:.0001pt;text-align:justify;text-indent:-92.15pt; line-height:115%""><span style=""font-size:12.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,&quot;serif&quot;; mso-ansi-language:IN""><o:p></o:p></span></p>","<p>&nbsp; &nbsp;&nbsp; Gagal jantung merupakan suatu keadaan yang terjadi saat jantung gagal memompakan darah dalam jumlah yang memadai untuk mencukupi kebutuhan metabolisme. Angka kematian di dunia yang disebabkan oleh penyakit jantung menurut WHO berjumlah 17,9 juta jiwa&nbsp; berkisar 31% dari 57 juta penduduk didunia. Benua Asia berada diposisi puncak akibat kematian penyakit jantung dengan jumlah penderita 276,9 ribu jiwa. Dan Indonesia menduduki tingat kedua di Asia Tenggara dengan jumlah 371 ribu jiwa. Oleh karena itu dengan jumlah kematian yang tinggi pendeteksian dini perlu dilakukan. Kumpulan data pasien yang terkena gagal jantung bisa dimanfaatkan untuk melakukan pendeteksian dini dengan menggunakan data mining.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<span style=""font-size: 1rem;"">Dataset yang digunakan pada penelitian ini adalah dataset heart failure clinical records dari website kaggle yang memiliki 13 atribut bersifat multivariate dengan jumlah instance 299. Pemilihan algoritma naive bayes dan decision tree c4.5 dalam perbandingan algoritma klasifikasi penyakit gagal jantung karena masing masing algoritma memiliki kelebihan yang sesuai dengan kasus. Berdasarkan jumlah pasien gagal jantung yang besar penyimpanan data pasien menjadi besar. Algoritma naïve bayes terbukti memiliki akurasi dan kecepatan yang tinggi saat diaplikasikan ke dalam database yang besar (Muhamad, dkk., 2017). Sehingga ini menjadi salah satu kelebihan yang bisa digunakan dalam kasus klasifikasi penyakit gagal jantung. Kemudian menurut penelitian yang dilakukan Mariyono dan Santoso (2007) Penyebab penyakit gagal jantung susah dikenali secara klinis, karena beragamnya keadaan klinis serta hanya sedikit tanda – tanda klinis pada tahap awal penyakit. Sehingga dibutuhkan algoritma yang memiliki pemodelan yang mudah dibaca dimana dengan pemodelan yang mudah dibaca dapat digunakan dalam analisa sebuah penyakit. Salah satu kelebihan dari algoritma decision tree c4.5 adalah Interpretability, ini menggambarkan kemudahan suatu model untuk dapat dipahami dan diinterpretasikan (Sugianto.,2015). Sehingga pada penelitian ini akan dibandingkan mana algoritma yang cocok diterapkan untuk melakukan prediksi penyakit gagal jantung.</span></p>",Game Technology and Machine Learning Applications
868,<p>Pengembangan Trainer Scoreboard Sebagai Alat Bantu Pembelajaran Untuk Meningkatkan Pemahaman Konsep Pemrograman Mikrokontroler Pada Siswa Kelas XI SMK Program Keahlian Teknik Elektronika Industri<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
869,<p>Pengembangan Bahan Ajar Digital Sisitem Pentanahan dan sistem Proteksi Kelas XI Semester II Berbasis PjBL (Project Based Learning) Pada Mata Pelajaran Teknik Instalasi Tenaga Listrik Jurusan Teknik Ketenagalistrikan Untuk SMKN 6 Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
870,<p>Studi Pelaksanaan Prakerin Berbasis Web pada Siswa Program Keahlian Teknik Elektronika Industri SMK Negeri 1 Kepanjen Kabupaten Malang<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
871,<p>Pengembangan Trainer Palang Pintu Kereta Api 2 Track untuk Menstimulasi Pemahaman Konsep Pemrograman di Mata Kuliah Workshop PLC dan Pneumatik pada Mahasiswa S1 Pendidikan Teknik Elektro<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
872,<p>pengembangan bahan ajar modul pdf dan video pada mata pelajaran pekerjaan dasar elektromekanik untuk siswa kelas x semester 1 di SMK<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
873,<p>Pengembangan Buku Referensi Pembangkit Listrik Tenaga Uap pada Matakuliah Pembangkit Tenaga Listrik Jurusan Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
874,<p>Pengembangan Bahan Ajar Digital Pembangkit Listrik Tenaga Surya Pada Mata Kuliah Pembangkit Tenaga Listrik Jurusan Teknik Elektro Fakultas Teknik Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
875,<p>Pengembangan Bahan Ajar Digital Konversi Energi Surya untuk Matakuliah Energi Baru dan Terbarukan ( NTEL 649 ) Jurusan Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
876,<p>Pengembangan Jobsheet Praktikum Pemrosesan Sinyal Dengan Interfacing I/O Menggunakan Matlab di Jurusan Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
877,<p>Faktor-faktor yang mempengaruhi perolehan pengalaman belajar dari sekolah dan industri pada pelaksanaan praktik kerja industri siswa jurusan teknik instalasi tenaga listrik(TITL) SMKN 1Singosari<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
878,<p>Pengembangan Buku Ajar Manajemen Energi Bermuatan Critical Thinking Skills dengan Model Pembelajaran Problem Based Learning untuk Mahasiswa Teknik Elektro Fakultas Teknik Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
879,<p>Pengembangan Media Interaktif pada Mata Pelajaran Simulasi dan Komunikasi Digital dengan Model Pembelajaran Probing Prompting di Teknik Komputer dan Jaringan&nbsp;&nbsp;</p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
880,<p>Pengembangan Modul Digital Berbasis EPUB Pada Mata Pelajaran Komputer dan Jaringan Dasar Program Keahlian TKJ Di SMKN 2 Malang</p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
881,<p>Pengembangan Modul Instalasi dan Manajemen Server pada Mata Kuliah Komunikasi Data dan Jaringan Komputer untuk Mahasiswa Pendidikan Teknik Informatika Universitas Negeri Malang</p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
882,<p>Pengembangan Modul Ajar Digital Mata Pelajaran Teknik Animasi 3D Bermuatan Project Based Learning untuk Siswa Kelas XI Multimedia SMKN 5 Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
883,<p>Pengembangan Sumber Belajar Berbasis Video pada Mata Pelajaran Kompetisi Foto Digital Bermuatan Contextual Teaching Learning (CTL) untuk Siswa Kelas XI Program Keahlian Multimedia<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
884,<p>Pengembangan Media pembelajaran Berbantuan Video Berbasis Augmented Reality pada Mata Pembelajaran Teknik Animasi 3D Kompetensi Keahlian Multimedia Kelas XI Sekolah Menengah Kejuruan<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
885,<p>Pengembangan Media Pembelajaran Berbasis Game Edukasi Bermuatan Teams Game Tournament Pada Mata Pelajaran Komputer dan Jaringan Dasar Semester 1 Kelas X di SMK Negeri 12 Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
886,<p>Pengaruh Pendidikan Karakter dan Motivasi Belajar Terhadap Hasil Belajar Siswa Kelas XI Teknik Komputer Jaringan (TKJ) pada Mata Pelajaran Administrasi Infrastruktur Jaringan di SMK Negeri 10 Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
888,<p>Pengembangan Media Pembelajaran Berbasis Game Edukasi Mata Pelajaran Dasar Desain Grafis untuk Siswa Kelas X Kompetensi Multimedia di SMK PGRI 3 Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
889,<p>Pengembangan Media Pembelajaran Berbasis Tutorial pada Mata Pelajaran Pengambilan Gambar Bergerak Program Keahlian Multimedia di SMK Cendika Bangsa Kepanjen<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
890,"<p>Hubungan <i style="""">Entrepreneurial Literacy dan </i><i>Social Media Literacy </i>dengan<i> </i>Persepsi Terhadap <i>Entrepreneurship Opportunities</i> di Bidang&nbsp; <i>E-Commerce </i>Pada Mahasiswa Jurusan Teknik Elektro Universitas Negeri Malang.</p>","E- Commerce</i> pada saat ini sudah tidak menjadi hal yang asing lagi bagi masyarakat Indonesia. Hampir seluruh jenis-jenis dalam bidang <i>entrepreneuship</i>&nbsp;ikut serta dikembangkan dalam bidang <i>E-Commerce</i> khusus nya dalam metode pemasaran. E-Commerce yang kini berkembang pesat karena memiliki banyak manfaat bagi kehidupan manusia untuk memenuhi kebutuhan. Hal yang paling mendasar penggunaan E-Commerce memudahkan komunikasi antara pihak produsen dan konsumen. Layanan <i>E-Commerce</i> juga tersedia 24 jam selama 7 hari hal ini menguntungkan kedua belah pihak untuk memasarkan barang produksi atau jasa yang ditawarkan&nbsp; oleh produsen dan mencari barang yang dibutuhkan dengan mudah oleh konsumen dimanapun dan kapanpun.&nbsp;</p><p style=""text-align: justify;"">&nbsp; &nbsp; &nbsp;Tenaga lulusan saat ini juga dituntut untuk menciptakan sebuah lapangan pekerjaan dan dalam bidang Entrepreneurship ini memiliki banyak peluang untuk mewujudkan hal tersebut. Penelitian ini bertujuan: (1) Mendeskripsikan Entrepreneurship Literacy (X1), Social Media Literacy (X2) dan Persepsi Terhadap Entrepreneurship Opportunities (Y), (2) Mengungkap Signifikansi dan Hubungan X1 dan X2 secara simultan dengan Y. Metode penelitian yang digunakan dalam penelitian ini menggunakan pendekatan kuantitatif dengan rancangan penelitian korelasional. Sampel dari penelitian ini adalah Mahasiswa Jurusan Teknik Elektro dari sejumlah 4 offering dari 4 Program Studi yang berbeda yang sudah mengambil mata kuliah kewirausahaan, technopreneurship atau manajemen usaha yang ada di Jurusan Teknik Elektro. Teknik sampling yang digunakan adalah pusposive sampling. Data yang dianalisis dengan uji korelasi parsial dan uji hipotesis melalui SPSS untuk mengungkapkan hubungan antara variabel bebas dan variabel terikat baik secara parsial maupun secara simultan. Teknik pengumpulan data penelitian ini menggunakan kuesioner yang telah di validasi.</p>",Ketenegakerjaan Teknologi dan Kejuruan
891,<p>Perbedaan Keaktifan dan Hasil Belajar Simulasi Digital Karena Pengarus Penerapan Model Problem Solving berbantuan Modul Pembelajaran dibandingkan Problem Solving berbantuan Video Edukasi pada siswa Kelas 10 TKJ SMKN 7 Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
892,<p>Pengembangan Trainer Mikrokontroler Menggunakan Komunikasi Bluetooth untuk Meningkatkan Kompetensi Pemrograman Mikokontroler dalam Mata Pelajaran Mikroprosesor da Mikrokontroler Kelas XI Jurusan Teknik Elektronika Industri di SMK Negeri 1 Kepanjen<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
893,<p>Pengaruh Kematangan Vokasional dan Kemandirian Menentukan Karir terhadap Adaptasi Dunia Kerja pada Siswa SMK kelas XII Kompetensi Keahlian Teknik Instalasi Tenaga Listrik di Kota Malang<br></p>,<p>-</p>,Ketenegakerjaan Teknologi dan Kejuruan
894,<p>Studi Relevansi Tempat Prakerin dan Pengalaman Bermakna Pada Saat Praktikum terhadap Kematangan Vokasional Siswa SMK Kelas XII jurusan Teknik Pembangkit Tenaga Listrik di Kota Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
895,<p>Studi minat berwirausaha siswa kelas XII Jurusan Multimedia di SMK Negeri se-Kabupaten Sidoarjo<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
896,<p>Investigasi Static Forensics Untuk Menganalisis Serangan Man In The Middle Berbasis ARP Poisoning<br></p>,<p>-</p>,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
897,<p>Pengembangan Virtual Laboratory Entrepreneurship sebagai Sistem Monitoring Usaha bagi Mahasiswa<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
898,<p>Pengembangan Expert System Sebagai Alat Bantu Pengambilan Keputusan Perbaikan Dan Perawatan Komputer Bagi Teknisi Dan Laboran Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
899,<p>Perbedaan Keaktifan dan Hasil Belajar Animasi 2 Dimensi Karena Pengaruh Penerapan Model Pembelajaran Creative Problem Solving (CPS) Berbatuan Video Tutorial Dibandingkan Probing Prompting (PP) Berbatuan Video Tutorial Pada Siswa SMKN 1 Beji<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
900,<p>Pengembangan Media Pembelajaran Mobile Learning Sistem Proteksi Jaringan Distribusi Menggunakan Model Drill And Practice Untuk Mahasiswa S1 Pendidikan Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
901,<p>Pengembangan Bahan Ajar Digital Interaktif Instalasi Tenaga Listrik Berbasis Challenge Based Learning (CBL) untuk Kemandirian Belajar Siswa Kelas XI Teknik Instalasi Pemanfaatan Tenaga Listrik di SMKN 2 Probolinggo<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
902,<p>Hubungan Aktualisasi Diri dan Kesadaran Situasional Terhadap Literasi Kerja Sebagai Teknisi Siswa Kelas XII Program Keahlian Ketenagalistrikan Se-Kota Kediri<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
903,<p>Hubungan antara Keaktifan Kegiatan dalam Organisasi di Kampus dan Keterampilan Bekerjasama dengan Kompetensi Sosial Calon Guru pada Mahasiswa Jurusan Teknik Elektro FT UM<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
904,<p>Pengembangan Modul Digital EPUB Mata Pelajaran Dasar Listrik dan Elektronika Bermuatan Critical Thinking and Problem Solving Untuk Memberi Pemahaman Konsep Siswa Kelas X TOI SMKN 1 Kediri<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
905,<p>Pengaruh Keaktifan Berorganisasi dalam Membentuk Kemampuan Manajemen untuk Meningkatkan Soft Skill Mahasiswa Jurusan Teknik Elektro Fakultas Teknik Universitas Negeri Malang<br></p>,<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
906,<p>Pengembangan Trainer Sistem Kendali Menggunakan Mikrokontroler AVR untuk Memahamkan Konsep Pemrograman Mikrokontroler pada Siswa Kompetensi Keahlian Teknik Elektronika Industri SMKN 1 Kepanjen<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
907,<p>Pengembangan Modul Ajar Elektronik Berbasis Web pada Mata Pelajaran Sistem Komputer untuk Siswa SMK Negeri 5 Malang Kelas XI Teknik Komputer Jaringan<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
908,<p>Hubungan antara kapabilitas pengetahuan keteknikan dengan technical skill siswa kelas 12 kompetensi keahlian RPL di Kota Malang<br></p>,<p>-</p>,Kurikulum Pendidikan Teknologi dan Kejuruan
909,<p>Pengembangan Bahan Ajar Berbasis Mobile Pada Matakuliah Sistem Operasi Bermuatan Probing Prompting Untuk Mahasiswa S1 Pendidikan Teknik Informatika Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
910,<p>Pengembangan Sistem Informasi Pendidikan Berbasis Content Management System pada Sekolah Menengah Kejuruan Kabupaten Jombang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
911,<p>Pengembangan Sumber Belajar Interaktif Administrasi Sistem Jaringan Bermuatan Problem Based Learning untuk Meningkatkan Pemahaman Konsep Pada Siswa Kelas XI di SMK Negeri 6 Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
912,<p>Pengembangan Media Pembelajaran Segitiga Exposure Berbasis Desktop untuk Pembelajaran Desain Grafis Percetakan Bermuatan Creative Problem Solving pada Siswa Lelas XI Multimedia di SMK Negeri 10 Malang<br></p>,<p>-</p>,Pengembangan Aplikasi dan Media Pembelajaran Teknologi dan Kejuruan
913,"<p>Hubungan Prestasi Kajian Praktik Lapangan (KPL), Praktik Pembelajaran Mikro, Persepsi Praktik Industri, Dan Kesiapan Mengajar Mahasiswa PTI Jurusan Teknik Elektro Universitas Negeri Malang<br></p>",<p>-</p>,Evaluasi dan Pengelolaan Pendidikan Kejuruan
914,<p>Pengaruh Minat Menjadi Guru dan Minat Kerja di Bidang Non Kependidikan Kaitannya dengan Minat Memilih Prodi S1 PTI pada Mahasiswa S1 PTI Jurusan Teknik Elektro Universitas Negeri Malang<br></p>,<p>-</p>,Strategi Pembelajaran Teknologi dan Kejuruan
